OID_;COD_SITO;COD_PRELIEVO;SITO;FOGLIO;PARTICELLA;COMUNE;MATRICE;ANALITA;VALORE;STATO_SUPERAMENTI;RISCHIO;NRIC;UNITA_M_MANGIMI;UNITA_M_VEGETALI
8760;ID51F15P368;ID51F15P368;51;15,000000000000000;368;VILLA LITERNO;ERBA;1,2,3,7,8,9-H6CDF;0,100000000000000;0,000000000000000;3;2014130299; ;ng/kg
8761;ID51F15P368;ID51F15P368;51;15,000000000000000;368;VILLA LITERNO;ERBA;2,3,4,6,7,8-H6CDF;0,100000000000000;0,000000000000000;3;2014130299; ;ng/kg
8762;ID51F15P368;ID51F15P368;51;15,000000000000000;368;VILLA LITERNO;ERBA;2,3,4,7,8-P5CDF;0,040000000000000;0,000000000000000;3;2014130299; ;ng/kg
8763;ID51F15P368;ID51F15P368;51;15,000000000000000;368;VILLA LITERNO;ERBA;2,3,7,8-T4CDF;0,060000000000000;0,000000000000000;3;2014130299; ;ng/kg
8764;ID51F15P368;ID51F15P368;51;15,000000000000000;368;VILLA LITERNO;ERBA;1,2,3,7,8-P5CDD;0,040000000000000;0,000000000000000;3;2014130299; ;ng/kg
8765;ID51F15P368;ID51F15P368;51;15,000000000000000;368;VILLA LITERNO;ERBA;2,3,7,8-T4CDD;0,040000000000000;0,000000000000000;3;2014130299; ;ng/kg
8766;ID51F15P368;ID51F15P368;51;15,000000000000000;368;VILLA LITERNO;ERBA;PECB-105;100,000000000000000;0,000000000000000;3;2014130299; ;ng/kg
8767;ID51F15P368;ID51F15P368;51;15,000000000000000;368;VILLA LITERNO;ERBA;O8CDF;0,200000000000000;0,000000000000000;3;2014130299; ;ng/kg
8768;ID51F15P368;ID51F15P368;51;15,000000000000000;368;VILLA LITERNO;ERBA;TECB-77;10,000000000000000;0,000000000000000;3;2014130299; ;ng/kg
8769;ID51F15P368;ID51F15P368;51;15,000000000000000;368;VILLA LITERNO;ERBA;TECB-81;10,000000000000000;0,000000000000000;3;2014130299; ;ng/kg
8770;ID51F15P368;ID51F15P368;51;15,000000000000000;368;VILLA LITERNO;ERBA;PECB-114;10,000000000000000;0,000000000000000;3;2014130299; ;ng/kg
8771;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA MEDICA;VANADIO;0,162000000000000;0,000000000000000;4-3;2014119884; ;mg/kg
8772;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA MEDICA;ZINCO;9,050000000000001;0,000000000000000;4-3;2014119884; ;mg/kg
8773;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA MEDICA;TRANS - CLORDANO (ISOMERO GAMMA);0,001000000000000;0,000000000000000;4-3;2014119884; ;mg/kg
8774;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA MEDICA;ISODRIN;0,002000000000000;0,000000000000000;4-3;2014119884; ;mg/kg
8775;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA MEDICA;MOLIBDENO;0,555000000000000;0,000000000000000;4-3;2014119884; ;mg/kg
8776;ID50F15P5143;ID50F15P5143;50;15,000000000000000;5143;VILLA LITERNO;ERBA;2,3,4,6,7,8-H6CDF;0,100000000000000;0,000000000000000;3;2014129429; ;ng/kg
8777;ID50F15P5143;ID50F15P5143;50;15,000000000000000;5143;VILLA LITERNO;ERBA;2,3,4,7,8-P5CDF;0,040000000000000;0,000000000000000;3;2014129429; ;ng/kg
8778;ID50F15P5143;ID50F15P5143;50;15,000000000000000;5143;VILLA LITERNO;ERBA;2,3,7,8-T4CDD;0,040000000000000;0,000000000000000;3;2014129429; ;ng/kg
8779;ID50F15P5143;ID50F15P5143;50;15,000000000000000;5143;VILLA LITERNO;ERBA;2,3,7,8-T4CDF;0,090000000000000;0,000000000000000;3;2014129429; ;ng/kg
8780;ID50F15P5143;ID50F15P5143;50;15,000000000000000;5143;VILLA LITERNO;ERBA;1,2,3,7,8,9-H6CDD;0,100000000000000;0,000000000000000;3;2014129429; ;ng/kg
8781;ID50F15P5143;ID50F15P5143;50;15,000000000000000;5143;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-LB;0,010000000000000;0,000000000000000;3;2014129429; ;ng-TEQ/kg
8782;ID50F15P5143;ID50F15P5143;50;15,000000000000000;5143;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-MB;0,160000000000000;0,000000000000000;3;2014129429; ;ng-TEQ/kg
8783;ID50F15P5143;ID50F15P5143;50;15,000000000000000;5143;VILLA LITERNO;ERBA;WHO-PCB-TEQ-UB;0,140000000000000;0,000000000000000;3;2014129429; ;ng-TEQ/kg
8784;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;MOLIBDENO;0,148000000000000;0,000000000000000;3;2014129429; ;mg/kg
8785;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;MERCURIO;0,068000000000000;0,000000000000000;3;2014129429; ;mg/kg
8786;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;MERCURIO;0,003230000000000;0,000000000000000;3;2014129429; ;mg/kg
8787;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;MANGANESE;12,800000000000001;0,000000000000000;3;2014129429; ;mg/kg
8788;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;ISODRIN;0,002000000000000;0,000000000000000;3;2014129429; ;mg/kg
8789;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;SELENIO;0,017000000000000;0,000000000000000;3;2014129429; ;mg/kg
8790;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;ANTIMONIO;0,014600000000000;0,000000000000000;3;2014129429; ;mg/kg
8791;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;4,4 DDT;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
8792;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;4,4 DDE;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
8793;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;4,4 DDD;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
8794;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;2,4 DDT;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
8795;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;2,4 DDE;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
8796;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;ALDRIN;0,002000000000000;0,000000000000000;3;2014129429; ;mg/kg
9453;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;2,3,4,6,7,8-H6CDF;0,100000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9454;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;2,3,4,7,8-P5CDF;0,050000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9455;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;2,3,7,8-T4CDD;0,040000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9456;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;2,3,7,8-T4CDF;0,060000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9457;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;1,2,3,7,8,9-H6CDF;0,100000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9458;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;1,2,3,7,8,9-H6CDD;0,100000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9459;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;HPCB-189;10,000000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9460;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;HXCB-156;100,000000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9461;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;1,2,3,7,8-P5CDD;0,040000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9462;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;HXCB-169;1,000000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9463;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;1,2,3,4,6,7,8-H7CDD;0,100000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9464;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;1,2,3,4,6,7,8-H7CDF;0,100000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9465;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;1,2,3,4,7,8,9-H7CDF;0,100000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9466;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;1,2,3,4,7,8-H6CDD;0,100000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9467;ID51F15P377;ID51F15P377;51;15,000000000000000;377;VILLA LITERNO;ERBA;1,2,3,4,7,8-H6CDF;0,100000000000000;0,000000000000000;4-3;2014129700; ;ng/kg
9468;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;1,2,3,6,7,8-H6CDF;0,002000000000000;0,000000000000000;2a;201572463;pg/g; 
9469;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;MERCURIO;0,001500000000000;0,000000000000000;2a;201572436;mg/kg; 
9470;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;MOLIBDENO;0,038600000000000;0,000000000000000;2a;201572436;mg/kg; 
9471;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;NICHEL;0,095700000000000;0,000000000000000;2a;201572436;mg/kg; 
9472;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PIOMBO;0,054000000000000;0,000000000000000;2a;201572436;mg/kg; 
9473;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;RAME;0,983000000000000;0,000000000000000;2a;201572436;mg/kg; 
9474;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;MOLIBDENO;0,266000000000000;0,000000000000000;3;2014131043; ;mg/kg
9475;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;NICHEL;0,126000000000000;0,000000000000000;3;2014131043; ;mg/kg
9476;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;ENDRIN;0,002000000000000;0,000000000000000;3;2014131043; ;mg/kg
9477;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;BERILLIO;0,016800000000000;0,000000000000000;3;2014131043; ;mg/kg
9478;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;CADMIO;0,010000000000000;0,000000000000000;3;2014131043; ;mg/kg
9479;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;COBALTO;0,055400000000000;0,000000000000000;3;2014131043; ;mg/kg
9480;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;CROMO;0,057900000000000;0,000000000000000;3;2014131043; ;mg/kg
9481;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;DELTA-HCH;0,002000000000000;0,000000000000000;3;2014131043; ;mg/kg
9482;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;PECB-126;1,000000000000000;0,000000000000000;3;2014131043; ;ng/kg
9483;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;PECB-123;10,000000000000000;0,000000000000000;3;2014131043; ;ng/kg
9484;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;PECB-118;100,000000000000000;0,000000000000000;3;2014131043; ;ng/kg
9485;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;PECB-114;10,000000000000000;0,000000000000000;3;2014131043; ;ng/kg
9486;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;HXCB-156;100,000000000000000;0,000000000000000;3;2014131043; ;ng/kg
9487;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;HPCB-189;10,000000000000000;0,000000000000000;3;2014131043; ;ng/kg
9488;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;TECB-77;10,000000000000000;0,000000000000000;3;2014131043; ;ng/kg
9489;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;TECB-81;10,000000000000000;0,000000000000000;3;2014131043; ;ng/kg
9490;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-MB;0,160000000000000;0,000000000000000;3;2014131043; ;ng-TEQ/kg
9491;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-LB;0,010000000000000;0,000000000000000;3;2014131043; ;ng-TEQ/kg
9492;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;WHO-PCB-TEQ-UB;0,140000000000000;0,000000000000000;3;2014131043; ;ng-TEQ/kg
9493;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;WHO-PCB-TEQ-LB;0,000000000000000;0,000000000000000;3;2014131043; ;ng-TEQ/kg
9494;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;WHO-PCB-TEQ-MB;0,070000000000000;0,000000000000000;3;2014131043; ;ng-TEQ/kg
9495;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;WHO-PCDD/F-TEQ-UB;0,170000000000000;0,000000000000000;3;2014131043; ;ng-TEQ/kg
9496;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;WHO-PCDD/F-TEQ-MB;0,090000000000000;0,000000000000000;3;2014131043; ;ng-TEQ/kg
10134;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;TECB-81;0,010000000000000;0,000000000000000;2a;201572463;pg/g; 
10135;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;WHO-PCDD/F+PCB-TEQ-LB;0,001000000000000;0,000000000000000;2a;201572463;pg/g; 
10136;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;WHO-PCB-TEQ-UB;0,005000000000000;0,000000000000000;2a;201572463;pg/g; 
10137;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;WHO-PCB-TEQ-MB;0,002000000000000;0,000000000000000;2a;201572463;pg/g; 
10138;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;WHO-PCB-TEQ-LB;0,000100000000000;0,000000000000000;2a;201572463;pg/g; 
10139;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;HPCB-189;0,040000000000000;0,000000000000000;2a;201572463;pg/g; 
10140;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;HXCB-156;0,220000000000000;0,000000000000000;2a;201572463;pg/g; 
10141;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;HXCB-157;0,050000000000000;0,000000000000000;2a;201572463;pg/g; 
10142;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;O8CDD;0,041000000000000;0,000000000000000;2a;201572463;pg/g; 
10143;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;O8CDF;0,008000000000000;0,000000000000000;2a;201572463;pg/g; 
10144;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;HXCB-169;0,010000000000000;0,000000000000000;2a;201572463;pg/g; 
10145;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;1,2,3,6,7,8-H6CDD;0,001000000000000;0,000000000000000;2a;201572463;pg/g; 
10146;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;1,2,3,4,7,8-H6CDF;0,001000000000000;0,000000000000000;2a;201572463;pg/g; 
10147;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;1,2,3,4,7,8-H6CDD;0,001000000000000;0,000000000000000;2a;201572463;pg/g; 
10148;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;1,2,3,4,7,8,9-H7CDF;0,001000000000000;0,000000000000000;2a;201572463;pg/g; 
10149;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;1,2,3,4,6,7,8-H7CDF;0,001000000000000;0,000000000000000;2a;201572463;pg/g; 
10150;ID61F26P77C;ID61F26P77C;61;26,000000000000000;77C;ACERRA;PATATE;1,2,3,4,6,7,8-H7CDD;0,013000000000000;0,000000000000000;2a;201572463;pg/g; 
10151;ID50F15P5141;ID50F15P5141;50;15,000000000000000;5141;VILLA LITERNO;ERBA;BENZO (A) ANTRACENE;0,200000000000000;0,000000000000000;3;2014129429; ;ug/kg
10152;ID50F15P5141;ID50F15P5141;50;15,000000000000000;5141;VILLA LITERNO;ERBA;BENZO (A) PIRENE;0,200000000000000;0,000000000000000;3;2014129429; ;ug/kg
10153;ID50F15P5141;ID50F15P5141;50;15,000000000000000;5141;VILLA LITERNO;ERBA;BENZO (K) FLUORANTENE;0,200000000000000;0,000000000000000;3;2014129429; ;ug/kg
10154;ID50F15P5141;ID50F15P5141;50;15,000000000000000;5141;VILLA LITERNO;ERBA;BENZO(B)FLUORANTENE;0,200000000000000;0,000000000000000;3;2014129429; ;ug/kg
10155;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;ALDRIN;0,002000000000000;0,000000000000000;3;2014131251; ;mg/kg
10156;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;ANTIMONIO;0,012100000000000;0,000000000000000;3;2014131251; ;mg/kg
10157;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;ARSENICO;0,046600000000000;0,000000000000000;3;2014131251; ;mg/kg
10158;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;ARSENICO;0,300000000000000;0,000000000000000;3;2014131251; ;mg/kg
10159;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;BERILLIO;0,018400000000000;0,000000000000000;3;2014131251; ;mg/kg
10160;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;CADMIO;0,013000000000000;0,000000000000000;3;2014131251; ;mg/kg
10161;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;COBALTO;0,026400000000000;0,000000000000000;3;2014131251; ;mg/kg
10162;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;MANGANESE;4,260000000000000;0,000000000000000;3;2014131251; ;mg/kg
10163;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;ARSENICO;0,004200000000000;0,000000000000000;2a;201572436;mg/kg; 
10164;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;ANTIMONIO;0,000810000000000;0,000000000000000;2a;201572436;mg/kg; 
10165;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;CROMO;0,002920000000000;0,000000000000000;2a;201572436;mg/kg; 
10166;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PCB-101;0,005000000000000;0,000000000000000;2a;201572436;ng/g; 
10167;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PCB-138;0,009000000000000;0,000000000000000;2a;201572436;ng/g; 
10168;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PCB NDL UB (UPPER BOUND);0,034000000000000;0,000000000000000;2a;201572436;ng/g; 
10169;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PCB-52;0,002000000000000;0,000000000000000;2a;201572436;ng/g; 
10170;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PCB-28;0,003000000000000;0,000000000000000;2a;201572436;ng/g; 
10171;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PCB-153;0,011000000000000;0,000000000000000;2a;201572436;ng/g; 
10172;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PCB-180;0,004000000000000;0,000000000000000;2a;201572436;ng/g; 
10173;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PECB-118;5,040000000000000;0,000000000000000;2a;201572436;pg/g; 
10174;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;WHO-PCB-TEQ-LB;0,000300000000000;0,000000000000000;2a;201572436;pg/g; 
10175;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PECB-114;0,100000000000000;0,000000000000000;2a;201572436;pg/g; 
10176;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PECB-123;0,160000000000000;0,000000000000000;2a;201572436;pg/g; 
10177;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PECB-126;0,030000000000000;0,000000000000000;2a;201572436;pg/g; 
10178;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;WHO-PCDD/F-TEQ-UB;0,003000000000000;0,000000000000000;2a;201572436;pg/g; 
10179;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;TECB-77;0,100000000000000;0,000000000000000;2a;201572436;pg/g; 
10180;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;TECB-81;0,010000000000000;0,000000000000000;2a;201572436;pg/g; 
10799;ID6F1P242;ID6F1P242;6;1,000000000000000;242;SUCCIVO;ERBA MEDICA;TALLIO;0,007760000000000;0,000000000000000;5;2014125560; ;mg/kg
10800;ID6F1P242;ID6F1P242;6;1,000000000000000;242;SUCCIVO;ERBA MEDICA;MERCURIO;0,050000000000000;0,000000000000000;5;2014125560; ;mg/kg
10801;ID6F1P242;ID6F1P242;6;1,000000000000000;242;SUCCIVO;ERBA MEDICA;STAGNO;0,020950000000000;0,000000000000000;5;2014125560; ;mg/kg
10802;ID6F1P242;ID6F1P242;6;1,000000000000000;242;SUCCIVO;ERBA MEDICA;MOLIBDENO;0,993000000000000;0,000000000000000;5;2014125560; ;mg/kg
10803;ID6F1P242;ID6F1P242;6;1,000000000000000;242;SUCCIVO;ERBA MEDICA;SOMMA EPTACLORO/EP.EPOSSIDO;0,001000000000000;0,000000000000000;5;2014125560; ;mg/kg
10804;ID6F1P242;ID6F1P242;6;1,000000000000000;242;SUCCIVO;ERBA MEDICA;SOMMA DDT/44DDE/44DDD;0,001000000000000;0,000000000000000;5;2014125560; ;mg/kg
10805;ID6F1P242;ID6F1P242;6;1,000000000000000;242;SUCCIVO;ERBA MEDICA;SELENIO;0,063030000000000;0,000000000000000;5;2014125560; ;mg/kg
10806;ID6F1P5815;ID6F1P5815;6;1,000000000000000;5815;SUCCIVO;ERBA MEDICA;SOMMA DDT/44DDE/44DDD;0,001000000000000;0,000000000000000;5;2014125560; ;mg/kg
10807;ID6F1P5815;ID6F1P5815;6;1,000000000000000;5815;SUCCIVO;ERBA MEDICA;SELENIO;0,063030000000000;0,000000000000000;5;2014125560; ;mg/kg
10808;ID6F1P5815;ID6F1P5815;6;1,000000000000000;5815;SUCCIVO;ERBA MEDICA;RAME;1,255000000000000;0,000000000000000;5;2014125560; ;mg/kg
10809;ID6F1P5815;ID6F1P5815;6;1,000000000000000;5815;SUCCIVO;ERBA MEDICA;PIOMBO;3,600000000000000;0,000000000000000;5;2014125560; ;mg/kg
10810;ID6F1P5815;ID6F1P5815;6;1,000000000000000;5815;SUCCIVO;ERBA MEDICA;DELTA-HCH;0,002000000000000;0,000000000000000;5;2014125560; ;mg/kg
10811;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;PECB-105;100,000000000000000;0,000000000000000;5;2014125560; ;ng/kg
10812;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;PECB-114;10,000000000000000;0,000000000000000;5;2014125560; ;ng/kg
10813;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;PECB-118;141,409999999999997;0,000000000000000;5;2014125560; ;ng/kg
10814;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;WHO-PCDD/F+PCB-TEQ-UB;0,610000000000000;0,000000000000000;5;2014125560; ;ng-TEQ/kg
10815;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;WHO-PCDD/F-TEQ-UB;0,270000000000000;0,000000000000000;5;2014125560; ;ng-TEQ/kg
10816;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;WHO-PCDD/F-TEQ-MB;0,200000000000000;0,000000000000000;5;2014125560; ;ng-TEQ/kg
10817;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;WHO-PCDD/F+PCB-TEQ-MB;0,530000000000000;0,000000000000000;5;2014125560; ;ng-TEQ/kg
10818;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;WHO-PCDD/F+PCB-TEQ-LB;0,440000000000000;0,000000000000000;5;2014125560; ;ng-TEQ/kg
10819;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;WHO-PCB-TEQ-UB;0,340000000000000;0,000000000000000;5;2014125560; ;ng-TEQ/kg
10820;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;WHO-PCB-TEQ-LB;0,300000000000000;0,000000000000000;5;2014125560; ;ng-TEQ/kg
10821;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;WHO-PCDD/F-TEQ-LB;0,140000000000000;0,000000000000000;5;2014125560; ;ng-TEQ/kg
10822;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;WHO-PCB-TEQ-MB;0,320000000000000;0,000000000000000;5;2014125560; ;ng-TEQ/kg
10823;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;DIBENZO (A,H) ANTRACENE;0,200000000000000;0,000000000000000;5;2014125560; ;ug/kg
